Speed (without acceleration),Angle speed,First ticks per step,Ticks per Step,Steps per Second,Max angle before gravity,Max angle before reset
6643,4186,,6.50,4.62,38278,109100
6644,4187,,6.50,4.62,38287,109124
6645,4188,,6.50,4.62,38295,109144
6646,4189,,6.50,4.62,38304,109168
6647,4190,,6.50,4.62,38311,109189
6648,4191,,6.50,4.62,38319,109209
6649,4192,,6.50,4.62,38328,109233
6650,4193,,6.50,4.62,38337,109256
6651,4194,,6.50,4.62,38343,109274
6652,4195,,6.50,4.62,38352,109298
6653,4196,,6.50,4.62,38361,109321
6654,4197,,6.50,4.62,38370,109345
6655,4198,,6.50,4.62,38377,109365
6656,4199,,6.50,4.62,38385,109386
6657,4200,,6.50,4.62,38394,109410
6658,4201,,6.50,4.62,38401,109430
6659,4202,,6.50,4.62,38410,109454
6660,4203,,6.50,4.62,38418,109475
6661,4204,,6.50,4.62,38425,109495
6662,4205,,6.50,4.62,38434,109519
6663,4206,,6.33,4.74,38757,103528
6664,4207,,6.33,4.74,38765,103549
6665,4208,,6.33,4.74,38774,103571
6666,4209,,6.33,4.74,38783,103593
6667,4210,,6.33,4.74,38789,103610
6668,4211,,6.33,4.74,38798,103633
6669,4212,,6.33,4.74,38807,103655
6670,4213,,6.33,4.74,38815,103675
6671,4214,,6.33,4.74,38824,103698
6672,4215,,6.33,4.74,38831,103717
6673,4216,,6.33,4.74,38839,103737
6674,4217,,6.33,4.74,38848,103759
6675,4218,,6.33,4.74,38857,103782
6676,4219,,6.33,4.74,38863,103799
6677,4220,,6.33,4.74,37226,101078
6678,4221,,6.33,4.74,37235,101100
6679,4222,,6.33,4.74,37243,101120
6680,4223,,6.33,4.74,37250,101139
6681,4224,,6.33,4.74,37259,101162
6682,4225,,6.33,4.74,37267,101182
6683,4226,,6.25,4.8,37103,97663
6684,4227,,6.25,4.8,37112,97659
6685,4228,,6.00,5,37098,87884
6686,4229,,6.00,5,37107,87904
6687,4230,,6.00,5,37116,87924
6688,4231,,6.00,5,37122,87939
6689,4232,,6.00,5,37131,87959
6690,4233,,6.00,5,37140,87979
6691,4234,,6.00,5,37146,87994
6692,4235,,6.00,5,37155,88014
6693,4236,,6.00,5,37164,88034
6694,4237,,6.00,5,37170,88049
6695,4238,,6.00,5,37179,88069
6696,4239,,6.00,5,37188,88089
6697,4240,,6.00,5,37194,88104
6698,4241,,6.00,5,37203,88124
6699,4242,,6.00,5,37212,88144
6700,4243,,6.00,5,37218,88159
6701,4244,,6.00,5,37227,88179
6702,4245,,6.00,5,37236,88199
6703,4246,,6.00,5,37242,88214
6704,4247,,6.00,5,37251,88234
6705,4248,,6.00,5,37260,88254
6706,4249,,6.00,5,37266,88269
6707,4250,,6.00,5,37275,88289
6708,4251,,6.00,5,37284,88309
6709,4252,,6.00,5,37290,88324
6710,4253,,6.00,5,37299,88344
6711,4254,,6.00,5,37308,88364
6712,4255,,6.00,5,37314,88379
6713,4256,,6.00,5,37323,88399
6714,4257,,6.00,5,37332,88419
6715,4258,,6.00,5,37338,88434
6716,4259,,6.00,5,37347,88454
6717,4260,,6.00,5,37356,88474
6718,4261,,6.00,5,37362,88489
6719,4262,,6.00,5,37371,88509
6720,4263,,6.00,5,37380,88529
6721,4264,,6.00,5,37386,88544
6722,4265,,6.00,5,37395,88564
6723,4266,,6.00,5,37404,88584
6724,4267,,6.00,5,37410,88599
6725,4268,,6.00,5,37419,88619
6726,4269,,6.00,5,37428,88639
6727,4270,,6.00,5,37434,88654
6728,4271,,6.00,5,37443,88674
6729,4272,,6.00,5,37452,88694
6730,4273,,6.00,5,37458,88709
6731,4274,,6.00,5,37467,88729
6732,4275,,6.00,5,37476,88749
6733,4276,,6.00,5,37482,88764
6734,4277,,6.00,5,37491,88784
6735,4278,,6.00,5,37500,88804
6736,4279,,6.00,5,37506,88819
6737,4280,,6.00,5,37515,88839
6738,4281,,6.00,5,37524,88859
6739,4282,,6.00,5,37530,88874
6740,4283,,6.00,5,37539,88894
6741,4284,,6.00,5,37548,88914
6742,4285,,6.00,5,37554,88929
6743,4286,,6.00,5,37563,88949
6744,4287,,6.00,5,37572,88969
6745,4288,,6.00,5,37578,88984
6746,4289,,6.00,5,37587,89004
6747,4290,,6.00,5,37596,89024
6748,4291,,6.00,5,37602,89039
6749,4292,,6.00,5,37611,89059
6750,4293,,6.00,5,37620,89079
6751,4294,,6.00,5,37626,89094
6752,4295,,6.00,5,37635,89114
6753,4296,,6.00,5,37644,89134
6754,4297,,6.00,5,37650,89149
6755,4298,,6.00,5,37659,89169
6756,4299,,6.00,5,37668,89189
6757,4300,,6.00,5,37674,89204
6758,4301,,6.00,5,37683,89224
6759,4302,,6.00,5,37692,89244
6760,4303,,6.00,5,37698,89259
6761,4304,,6.00,5,37707,89279
6762,4305,,6.00,5,37716,89299
6763,4306,,6.00,5,37722,89314
6764,4307,,6.00,5,37731,89334
6765,4308,,6.00,5,37740,89354
6766,4309,,6.00,5,37746,89369
6767,4310,,6.00,5,37755,89389
6768,4311,,6.00,5,37764,89409
6769,4312,,6.00,5,37770,89424
6770,4313,,6.00,5,37779,89444
6771,4314,,6.00,5,37788,89464
6772,4315,,6.00,5,37794,89479
6773,4316,,6.00,5,37803,89499
6774,4317,,6.00,5,37812,89519
6775,4318,,6.00,5,37818,89534
6776,4319,,6.00,5,37827,89554
6777,4320,,6.00,5,37836,89574
6778,4321,,6.00,5,37842,89589
6779,4322,,6.00,5,37851,89609
6780,4323,,6.00,5,37860,89629
6781,4324,,6.00,5,37866,89644
6782,4325,,6.00,5,37875,89664
6783,4326,,6.00,5,37884,89684
6784,4327,,6.00,5,37890,89699
6785,4328,,6.00,5,37899,89719
6786,4329,,6.00,5,37908,89739
6787,4330,,6.00,5,37914,89754
6788,4331,,6.00,5,37923,89774
6789,4332,,6.00,5,37932,89794
6790,4333,,6.00,5,37938,89809
6791,4334,,6.00,5,37947,89829
6792,4335,,6.00,5,37956,89849
6793,4336,,6.00,5,37962,89864
6794,4337,,6.00,5,37971,89884
6795,4338,,6.00,5,37980,89904
6796,4339,,6.00,5,37986,89919
6797,4340,,6.00,5,37995,89939
6798,4341,,6.00,5,38004,89959
6799,4342,,6.00,5,38010,89974
6800,4343,,6.00,5,38019,89994
6801,4344,,6.00,5,38028,90014
6802,4345,,6.00,5,38034,90029
6803,4346,,6.00,5,38043,90049
6804,4347,,6.00,5,38052,90069
6805,4348,,6.00,5,38058,90084
6806,4349,,6.00,5,38067,90104
6807,4350,,6.00,5,38076,90124
6808,4351,,6.00,5,38082,90139
6809,4352,,6.00,5,38091,90159
6810,4353,,6.00,5,38100,90179
6811,4354,,6.00,5,38106,90194
6812,4355,,6.00,5,38115,90214
6813,4356,,6.00,5,38124,90234
6814,4357,,6.00,5,38130,90249
6815,4358,,6.00,5,38139,90269
6816,4359,,6.00,5,38148,90289
6817,4360,,6.00,5,38154,90304
6818,4361,,6.00,5,38163,90324
6819,4362,,6.00,5,38172,90344
6820,4363,,6.00,5,38178,90359
6821,4364,,6.00,5,38187,90379
6822,4365,,6.00,5,38196,90399
6823,4366,,6.00,5,38202,90414
6824,4367,,6.00,5,38211,90434
6825,4368,,6.00,5,38220,90454
6826,4369,,6.00,5,38226,90469
6827,4370,,6.00,5,38235,90489
6828,4371,,6.00,5,38244,90509
6829,4372,,6.00,5,38250,90524
6830,4373,,6.00,5,38259,90544
6831,4374,,6.00,5,38268,90564
6832,4375,,6.00,5,38274,90579
6833,4376,,6.00,5,38283,90599
6834,4377,,6.00,5,38292,90619
6835,4378,,6.00,5,38298,90634
6836,4379,,6.00,5,38307,90654
6837,4380,,6.00,5,38316,90674
6838,4381,,6.00,5,38322,90689
6839,4382,,6.00,5,38331,90709
6840,4383,,6.00,5,38340,90729
6841,4384,,6.00,5,38346,90744
6842,4385,,6.00,5,38355,90764
6843,4386,,6.00,5,38364,90784
6844,4387,,6.00,5,38370,90799
6845,4388,,6.00,5,38379,90819
6846,4389,,6.00,5,38388,90839
6847,4390,,6.00,5,38394,90854
6848,4391,,6.00,5,38403,90874
6849,4392,,6.00,5,38412,90894
6850,4393,,6.00,5,38418,90909
6851,4394,,6.00,5,38427,90929
6852,4395,,6.00,5,38436,90949
6853,4396,,6.00,5,38442,90964
6854,4397,,6.00,5,38451,90984
6855,4398,,6.00,5,38460,91004
6856,4399,,6.00,5,38466,91019
6857,4400,,6.00,5,38475,91039
6858,4401,,6.00,5,38484,91059
6859,4402,,6.00,5,38490,91074
6860,4403,,6.00,5,38499,91094
6861,4404,,6.00,5,38508,91114
6862,4405,,6.00,5,38514,91129
6863,4406,,6.00,5,38523,91149
6864,4407,,6.00,5,38532,91169
6865,4408,,6.00,5,38538,91184
6866,4409,,6.00,5,38547,91204
6867,4410,,6.00,5,38556,91224
6868,4411,,6.00,5,38562,91239
6869,4412,,6.00,5,38571,91259
6870,4413,,6.00,5,38580,91279
6871,4414,,6.00,5,38586,91294
6872,4415,,6.00,5,38595,91314
6873,4416,,6.00,5,38604,91334
6874,4417,,6.00,5,38610,91349
6875,4418,,6.00,5,38619,91369
6876,4419,,6.00,5,38628,91389
6877,4420,,6.00,5,38634,91404
6878,4421,,6.00,5,38643,91424
6879,4422,,6.00,5,38652,91444
6880,4423,,6.00,5,38658,91459
6881,4424,,6.00,5,38667,91479
6882,4425,,6.00,5,38676,91499
6883,4426,,6.00,5,38682,91514
6884,4427,,6.00,5,38691,91534
6885,4428,,6.00,5,38700,91554
6886,4429,,6.00,5,38706,91569
6887,4430,,6.00,5,38715,91589
6888,4431,,6.00,5,38724,91609
6889,4432,,6.00,5,38730,91624
6890,4433,,6.00,5,38739,91644
6891,4434,,6.00,5,38748,91664
6892,4435,,6.00,5,38754,91679
6893,4436,,6.00,5,38763,91699
6894,4437,,6.00,5,38772,91719
6895,4438,,6.00,5,38778,91734
6896,4439,,6.00,5,38787,91754
6897,4440,,6.00,5,38796,91774
6898,4441,,6.00,5,38802,91789
6899,4442,,6.00,5,38811,91809
6900,4443,,6.00,5,38820,91829
6901,4444,,6.00,5,38826,91844
6902,4445,,6.00,5,38835,91864
6903,4446,,6.00,5,38844,91884
6904,4447,,6.00,5,38850,91899
6905,4448,,6.00,5,38859,91919
6906,4449,,6.00,5,38868,91939
6907,4450,,6.00,5,38874,91954
6908,4451,,6.00,5,38883,91974
6909,4452,,6.00,5,38892,91994
6910,4453,,6.00,5,38898,92009
6911,4454,,6.00,5,38907,92029
6912,4455,,6.00,5,38916,92049
6913,4456,,6.00,5,38922,92064
6914,4457,,6.00,5,38931,92084
6915,4458,,6.00,5,38940,92104
6916,4459,,6.00,5,38946,92119
6917,4460,,6.00,5,38955,92139
6918,4461,,6.00,5,38964,92159
6919,4462,,6.00,5,38970,92174
6920,4463,,6.00,5,38979,92194
6921,4464,,6.00,5,38988,92214
6922,4465,,6.00,5,38994,92229
6923,4466,,6.00,5,39003,92249
6924,4467,,6.00,5,39012,92269
6925,4468,,6.00,5,39018,92284
6926,4469,,6.00,5,39027,92304
6927,4470,,6.00,5,39036,92324
6928,4471,,6.00,5,39042,92339
6929,4472,,6.00,5,39051,92359
6930,4473,,6.00,5,39060,92379
6931,4474,,6.00,5,39066,92394
6932,4475,,6.00,5,39075,92414
6933,4476,,6.00,5,39084,92434
6934,4477,,6.00,5,39090,92449
6935,4478,,6.00,5,39099,92469
6936,4479,,6.00,5,39108,92489
6937,4480,,6.00,5,39114,92504
6938,4481,,6.00,5,39123,92524
6939,4482,,6.00,5,39132,92544
6940,4483,,6.00,5,39138,92559
6941,4484,,6.00,5,39147,92579
6942,4485,,6.00,5,39156,92599
6943,4486,,6.00,5,39162,92614
6944,4487,,6.00,5,39171,92634
6945,4488,,6.00,5,39180,92654
6946,4489,,6.00,5,39186,92669
6947,4490,,6.00,5,39195,92689
6948,4491,,6.00,5,39204,92709
6949,4492,,6.00,5,39210,92724
6950,4493,,6.00,5,39219,92744
6951,4494,,6.00,5,39228,92764
6952,4495,,6.00,5,39234,92779
6953,4496,,6.00,5,39243,92799
6954,4497,,6.00,5,39252,92819
6955,4498,,6.00,5,39258,92834
6956,4499,,6.00,5,39267,92854
6957,4500,,6.00,5,39276,92874
6958,4501,,6.00,5,39282,92889
6959,4502,,6.00,5,39291,92909
6960,4503,,6.00,5,39300,92929
6961,4504,,6.00,5,39306,92944
6962,4505,,6.00,5,39315,92964
6963,4506,,6.00,5,39324,92984
6964,4507,,6.00,5,39330,92999
6965,4508,,6.00,5,39339,93019
6966,4509,,6.00,5,39348,93039
6967,4510,,6.00,5,39354,93054
6968,4511,,6.00,5,39363,93074
6969,4512,,6.00,5,39372,93094
6970,4513,,6.00,5,39378,93109
6971,4514,,6.00,5,39387,93129
6972,4515,,6.00,5,39396,93149
6973,4516,,6.00,5,39402,93164
6974,4517,,6.00,5,39411,93184
6975,4518,,6.00,5,39420,93204
6976,4519,,6.00,5,39426,93219
6977,4520,,6.00,5,39435,93239
6978,4521,,6.00,5,39444,93259
6979,4522,,6.00,5,39450,93274
6980,4523,,6.00,5,39459,93294
6981,4524,,6.00,5,39468,93314
6982,4525,,6.00,5,39474,93329
6983,4526,,6.00,5,39483,93349
6984,4527,,6.00,5,39492,93369
6985,4528,,6.00,5,39498,93384
6986,4529,,6.00,5,39507,93404
6987,4530,,6.00,5,39516,93424
6988,4531,,6.00,5,39522,93439
6989,4532,,6.00,5,39531,93459
6990,4533,,6.00,5,39540,93479
6991,4534,,6.00,5,39546,93494
6992,4535,,6.00,5,39555,93514
6993,4536,,6.00,5,39564,93534
6994,4537,,6.00,5,39570,93549
6995,4538,,6.00,5,39579,93569
6996,4539,,6.00,5,39588,93589
6997,4540,,6.00,5,39594,93604
6998,4541,,6.00,5,39603,93624
6999,4542,,6.00,5,39612,93644
7000,4543,,6.00,5,39618,93659
7001,4544,,6.00,5,39627,93679
7002,4545,,6.00,5,39636,93699
7003,4546,,6.00,5,39642,93714
7004,4547,,6.00,5,39651,93734
7005,4548,,6.00,5,39660,93754
7006,4549,,6.00,5,39666,93769
7007,4550,,6.00,5,39675,93789
7008,4551,,6.00,5,39684,93809
7009,4552,,6.00,5,39690,93824
7010,4553,,6.00,5,39699,93844
7011,4554,,6.00,5,39708,93864
7012,4555,,6.00,5,39714,93879
7013,4556,,6.00,5,39723,93899
7014,4557,,6.00,5,39732,93919
7015,4558,,6.00,5,39738,93934
7016,4559,,6.00,5,39747,93954
7017,4560,,6.00,5,39756,93974
7018,4561,,6.00,5,39762,93989
7019,4562,,6.00,5,39771,94009
7020,4563,,6.00,5,39780,94029
7021,4564,,6.00,5,39786,94044
7022,4565,,6.00,5,39795,94064
7023,4566,,6.00,5,39804,94084
7024,4567,,6.00,5,39810,94099
7025,4568,,6.00,5,39819,94119
7026,4569,,6.00,5,39828,94139
7027,4570,,6.00,5,39834,94154
7028,4571,,6.00,5,39843,94174
7029,4572,,6.00,5,39852,94194
7030,4573,,6.00,5,39858,94209
7031,4574,,6.00,5,39867,94229
7032,4575,,6.00,5,39876,94249
7033,4576,,6.00,5,39882,94264
7034,4577,,6.00,5,39891,94284
7035,4578,,6.00,5,39900,94304
7036,4579,,6.00,5,39906,94319
7037,4580,,6.00,5,39915,94339
7038,4581,,6.00,5,39924,94359
7039,4582,,6.00,5,39930,94374
7040,4583,,6.00,5,39939,94394
7041,4584,,6.00,5,39948,94414
7042,4585,,6.00,5,39954,94429
7043,4586,,6.00,5,39963,94449
7044,4587,,6.00,5,39972,94469
7045,4588,,6.00,5,39978,94484
7046,4589,,6.00,5,39987,94504
7047,4590,,6.00,5,39996,94524
7048,4591,,6.00,5,40002,94539
7049,4592,,6.00,5,40011,94559
7050,4593,,6.00,5,40020,94579
7051,4594,,6.00,5,40026,94594
7052,4595,,6.00,5,40035,94614
7053,4596,,6.00,5,40044,94634
7054,4597,,6.00,5,40050,94649
7055,4598,,6.00,5,40059,94669
7056,4599,,6.00,5,40068,94689
7057,4600,,6.00,5,40074,94704
7058,4601,,6.00,5,40083,94724
7059,4602,,6.00,5,40092,94744
7060,4603,,6.00,5,40098,94759
7061,4604,,6.00,5,40107,94779
7062,4605,,6.00,5,40116,94799
7063,4606,,6.00,5,40122,94814
7064,4607,,6.00,5,40131,94834
7065,4608,,6.00,5,40140,94854
7066,4609,,6.00,5,40146,94869
7067,4610,,6.00,5,40155,94889
7068,4611,,6.00,5,40164,94909
7069,4612,,6.00,5,40170,94924
7070,4613,,6.00,5,40179,94944
7071,4614,,6.00,5,40188,94964
7072,4615,,6.00,5,40194,94979
7073,4616,,6.00,5,40203,94999
7074,4617,,6.00,5,40212,95019
7075,4618,,6.00,5,40218,95034
7076,4619,,6.00,5,40227,95054
7077,4620,,6.00,5,40236,95074
7078,4621,,6.00,5,40242,95089
7079,4622,,6.00,5,40251,95109
7080,4623,,6.00,5,40260,95129
7081,4624,,6.00,5,40266,95144
7082,4625,,6.00,5,40275,95164
7083,4626,,6.00,5,40284,95184
7084,4627,,6.00,5,40290,95199
7085,4628,,6.00,5,40299,95219
7086,4629,,6.00,5,40308,95239
7087,4630,,6.00,5,40314,95254
7088,4631,,6.00,5,40323,95274
7089,4632,,6.00,5,40332,95294
7090,4633,,6.00,5,40338,95309
7091,4634,,6.00,5,40347,95329
7092,4635,,6.00,5,40356,95349
7093,4636,,6.00,5,40362,95364
7094,4637,,6.00,5,40371,95384
7095,4638,,6.00,5,40380,95404
7096,4639,,6.00,5,40386,95419
7097,4640,,6.00,5,40395,95439
7098,4641,,6.00,5,40404,95459
7099,4642,,6.00,5,40410,95474
7100,4643,,6.00,5,40419,95494
7101,4644,,6.00,5,40428,95514
7102,4645,,6.00,5,40434,95529
7103,4646,,6.00,5,40443,95549
7104,4647,,6.00,5,40452,95569
7105,4648,,6.00,5,40458,95584
7106,4649,,6.00,5,40467,95604
7107,4650,,6.00,5,40476,95624
7108,4651,,6.00,5,40482,95639
7109,4652,,6.00,5,40491,95659
7110,4653,,6.00,5,40500,95679
7111,4654,,6.00,5,40506,95694
7112,4655,,6.00,5,40515,95714
7113,4656,,6.00,5,40524,95734
7114,4657,,6.00,5,40530,95749
7115,4658,,6.00,5,40539,95769
7116,4659,,6.00,5,40548,95789
7117,4660,,6.00,5,40554,95804
7118,4661,,6.00,5,40563,95824
7119,4662,,6.00,5,40572,95844
7120,4663,,6.00,5,40578,95859
7121,4664,,6.00,5,40587,95879
7122,4665,,6.00,5,40596,95899
7123,4666,,6.00,5,40602,95914
7124,4667,,6.00,5,40611,95934
7125,4668,,6.00,5,40620,95954
7126,4669,,6.00,5,40626,95969
7127,4670,,6.00,5,40635,95989
7128,4671,,6.00,5,40644,96009
7129,4672,,6.00,5,40650,96024
7130,4673,,6.00,5,40659,96044
7131,4674,,6.00,5,40668,96064
7132,4675,,6.00,5,40674,96079
7133,4676,,6.00,5,40683,96099
7134,4677,,6.00,5,40692,96119
7135,4678,,6.00,5,40698,96134
7136,4679,,6.00,5,40707,96154
7137,4680,,6.00,5,40716,96174
7138,4681,,6.00,5,40722,96189
7139,4682,,6.00,5,40731,96209
7140,4683,,6.00,5,40740,96229
7141,4684,,6.00,5,40746,96244
7142,4685,,6.00,5,40755,96264
7143,4686,,6.00,5,40764,96284
7144,4687,,6.00,5,40770,96299
7145,4688,,6.00,5,40779,96319
7146,4689,,6.00,5,40788,96339
7147,4690,,6.00,5,40794,96354
7148,4691,,6.00,5,40803,96374
7149,4692,,6.00,5,40812,96394
7150,4693,,6.00,5,40818,96409
7151,4694,,6.00,5,40827,96429
7152,4695,,6.00,5,40836,96449
7153,4696,,6.00,5,40842,96464
7154,4697,,6.00,5,40851,96484
7155,4698,,6.00,5,40860,96504
7156,4699,,6.00,5,40866,96519
7157,4700,,6.00,5,40875,96539
7158,4701,,6.00,5,40884,96559
7159,4702,,6.00,5,40890,96574
7160,4703,,6.00,5,40899,96594
7161,4704,,6.00,5,40908,96614
7162,4705,,6.00,5,40914,96629
7163,4706,,6.00,5,40923,96649
7164,4707,,6.00,5,40932,96669
7165,4708,,6.00,5,40938,96684
7166,4709,,6.00,5,40947,96704
7167,4710,,6.00,5,40956,96724
7168,4711,,6.00,5,40962,96739
7169,4712,,6.00,5,40971,96759
7170,4713,,6.00,5,40980,96779
7171,4714,,6.00,5,40986,96794
7172,4715,,6.00,5,40995,96814
7173,4716,,6.00,5,41004,96834
7174,4717,,6.00,5,41010,96849
7175,4718,,6.00,5,41019,96869
7176,4719,,6.00,5,41028,96889
7177,4720,,6.00,5,41034,96904
7178,4721,,6.00,5,41043,96924
7179,4722,,6.00,5,41052,96944
7180,4723,,6.00,5,41058,96959
7181,4724,,6.00,5,41067,96979
7182,4725,,6.00,5,41076,96999
7183,4726,,6.00,5,41082,97014
7184,4727,,6.00,5,41091,97034
7185,4728,,6.00,5,41100,97054
7186,4729,,6.00,5,41106,97069
7187,4730,,6.00,5,41115,97089
7188,4731,,6.00,5,41124,97109
7189,4732,,6.00,5,41130,97124
7190,4733,,6.00,5,41139,97144
7191,4734,,6.00,5,41148,97164
7192,4735,,6.00,5,41154,97179
7193,4736,,6.00,5,41163,97199
7194,4737,,6.00,5,41172,97219
7195,4738,,6.00,5,41178,97234
7196,4739,,6.00,5,41187,97254
7197,4740,,6.00,5,41196,97274
7198,4741,,6.00,5,41202,97289
7199,4742,,6.00,5,41211,97309
7200,4743,,6.00,5,41220,97329
7201,4744,,6.00,5,41226,97344
7202,4745,,6.00,5,41235,97364
7203,4746,,6.00,5,41244,97384
7204,4747,,6.00,5,41250,97399
7205,4748,,6.00,5,41259,97419
7206,4749,,6.00,5,41268,97439
7207,4750,,6.00,5,41274,97454
7208,4751,,6.00,5,41283,97474
7209,4752,,6.00,5,41292,97494
7210,4753,,6.00,5,41298,97509
7211,4754,,6.00,5,41307,97529
7212,4755,,6.00,5,41316,97549
7213,4756,,6.00,5,41322,97564
7214,4757,,6.00,5,41331,97584
7215,4758,,6.00,5,41340,97604
7216,4759,,6.00,5,41346,97619
7217,4760,,6.00,5,41355,97639
7218,4761,,6.00,5,41364,97659
7219,4762,,6.00,5,41370,97674
7220,4763,,6.00,5,41379,97694
7221,4764,,6.00,5,41388,97714
7222,4765,,6.00,5,41394,97729
7223,4766,,6.00,5,41403,97749
7224,4767,,6.00,5,41412,97769
7225,4768,,6.00,5,41418,97784
7226,4769,,6.00,5,41427,97804
7227,4770,,6.00,5,41436,97824
7228,4771,,6.00,5,41442,97839
7229,4772,,6.00,5,41451,97859
7230,4773,,6.00,5,41460,97879
7231,4774,,6.00,5,41466,97894
7232,4775,,6.00,5,41475,97914
7233,4776,,6.00,5,41484,97934
7234,4777,,6.00,5,41490,97949
7235,4778,,6.00,5,41499,97969
7236,4779,,6.00,5,41508,97989
7237,4780,,6.00,5,41514,98004
7238,4781,,6.00,5,41523,98024
7239,4782,,6.00,5,41532,98044
7240,4783,,6.00,5,41538,98059
7241,4784,,6.00,5,41547,98079
7242,4785,,6.00,5,41556,98099
7243,4786,,6.00,5,41562,98114
7244,4787,,6.00,5,41571,98134
7245,4788,,6.00,5,41580,98154
7246,4789,,6.00,5,41586,98169
7247,4790,,6.00,5,41595,98189
7248,4791,,6.00,5,41604,98209
7249,4792,,6.00,5,41610,98224
7250,4793,,6.00,5,41619,98244
7251,4794,,6.00,5,41628,98264
7252,4795,,6.00,5,41634,98279
7253,4796,,6.00,5,41643,98299
7254,4797,,6.00,5,41652,98319
7255,4798,,6.00,5,41658,98334
7256,4799,,6.00,5,41667,98354
7257,4800,,6.00,5,41676,98374
7258,4801,,6.00,5,41682,98389
7259,4802,,6.00,5,41691,98409
7260,4803,,6.00,5,41700,98429
7261,4804,,6.00,5,41706,98444
7262,4805,,6.00,5,41715,98464
7263,4806,,6.00,5,41724,98484
7264,4807,,6.00,5,41730,98499
7265,4808,,6.00,5,41739,98519
7266,4809,,6.00,5,41748,98539
7267,4810,,6.00,5,41754,98554
7268,4811,,6.00,5,41763,98574
7269,4812,,6.00,5,41772,98594
7270,4813,,6.00,5,41778,98609
7271,4814,,6.00,5,41787,98629
7272,4815,,6.00,5,41796,98649
7273,4816,,6.00,5,41802,98664
7274,4817,,6.00,5,41811,98684
7275,4818,,6.00,5,41820,98704
7276,4819,,6.00,5,41826,98719
7277,4820,,6.00,5,41835,98739
7278,4821,,6.00,5,41844,98759
7279,4822,,6.00,5,41850,98774
7280,4823,,6.00,5,41859,98794
7281,4824,,6.00,5,41868,98814
7282,4825,,6.00,5,41874,98829
7283,4826,,6.00,5,41883,98849
7284,4827,,6.00,5,41892,98869
7285,4828,,6.00,5,41898,98884
7286,4829,,6.00,5,41907,98904
7287,4830,,6.00,5,41916,98924
7288,4831,,6.00,5,41922,98939
7289,4832,,6.00,5,41931,98959
7290,4833,,6.00,5,41940,98979
7291,4834,,6.00,5,41946,98994
7292,4835,,6.00,5,41955,99014
7293,4836,,6.00,5,41964,99034
7294,4837,,6.00,5,41970,99049
7295,4838,,6.00,5,41979,99069
7296,4839,,6.00,5,41988,99089
7297,4840,,6.00,5,41994,99104
7298,4841,,6.00,5,42003,99124
7299,4842,,6.00,5,42012,99144
7300,4843,,6.00,5,42018,99159
7301,4844,,6.00,5,42027,99179
7302,4845,,6.00,5,42036,99199
7303,4846,,6.00,5,42042,99214
7304,4847,,6.00,5,42051,99234
7305,4848,,6.00,5,42060,99254
7306,4849,,6.00,5,42066,99269
7307,4850,,6.00,5,42075,99289
7308,4851,,6.00,5,42084,99309
7309,4852,,6.00,5,42090,99324
7310,4853,,6.00,5,42099,99344
7311,4854,,6.00,5,42108,99364
7312,4855,,6.00,5,42114,99379
7313,4856,,6.00,5,42123,99399
7314,4857,,6.00,5,42132,99419
7315,4858,,6.00,5,42138,99434
7316,4859,,6.00,5,42147,99454
7317,4860,,6.00,5,42156,99474
7318,4861,,6.00,5,42162,99489
7319,4862,,6.00,5,42171,99509
7320,4863,,6.00,5,42180,99529
7321,4864,,6.00,5,42186,99544
7322,4865,,6.00,5,42195,99564
7323,4866,,6.00,5,42204,99584
7324,4867,,6.00,5,42210,99599
7325,4868,,6.00,5,42219,99619
7326,4869,,6.00,5,42228,99639
7327,4870,,6.00,5,42234,99654
7328,4871,,6.00,5,42243,99674
7329,4872,,6.00,5,42252,99694
7330,4873,,6.00,5,42258,99709
7331,4874,,6.00,5,42267,99729
7332,4875,,6.00,5,42276,99749
7333,4876,,6.00,5,42282,99764
7334,4877,,6.00,5,42291,99784
7335,4878,,6.00,5,42300,99804
7336,4879,,6.00,5,42306,99819
7337,4880,,6.00,5,42315,99839
7338,4881,,6.00,5,42324,99859
7339,4882,,6.00,5,42330,99874
7340,4883,,6.00,5,42339,99894
7341,4884,,6.00,5,42348,99914
7342,4885,,6.00,5,42354,99929
7343,4886,,6.00,5,42363,99949
7344,4887,,6.00,5,42372,99969
7345,4888,,6.00,5,42378,99984
7346,4889,,6.00,5,42387,100004
7347,4890,,6.00,5,42396,100024
7348,4891,,6.00,5,42402,100039
7349,4892,,6.00,5,42411,100059
7350,4893,,6.00,5,42420,100079
7351,4894,,6.00,5,42426,100094
7352,4895,,6.00,5,42435,100114
7353,4896,,6.00,5,42444,100134
7354,4897,,6.00,5,42450,100149
7355,4898,,6.00,5,42459,100169
7356,4899,,6.00,5,42468,100189
7357,4900,,6.00,5,42474,100204
7358,4901,,6.00,5,42483,100224
7359,4902,,6.00,5,42492,100244
7360,4903,,6.00,5,42498,100259
7361,4904,,6.00,5,42507,100279
7362,4905,,6.00,5,42516,100299
7363,4906,,6.00,5,42522,100314
7364,4907,,6.00,5,42531,100334
7365,4908,,6.00,5,42540,100354
7366,4909,,6.00,5,42546,100369
7367,4910,,6.00,5,42555,100389
7368,4911,,6.00,5,42564,100409
7369,4912,,6.00,5,42570,100424
7370,4913,,6.00,5,42579,100444
7371,4914,,6.00,5,42588,100464
